run_id,checkpoint,benchmark,task,category,prompt_id,prompt_hash,expected_behavior,observed_behavior,exact_match,strict_parse_success,permissive_parse_success,schema_valid,nontrivial_error,primary_error,call_count,expected_call_count,generated_sha256,generation_input_tokens,generation_output_tokens
r004,sft_best,sft_dev,sft_dev,xlam,xlam:35425,45b9f751fb92804b7aea81dd5ebf8c118eeebdc16ca1c02e2a60bac9a210a49b,tool_call,tool_call,True,True,True,True,False,,1,1,e513b047a3f05b1372bb987b299648d74c395b780586076e553fa39646c30cee,481,96
r004,sft_best,sft_dev,sft_dev,xlam,xlam:44322,14e85add32d31d17c891cfa863c6083769a8a0b5ddc51ec64cdfab660f1fe7d3,tool_call,tool_call,True,True,True,True,False,,2,2,ab173793009b623095a5bfe5ed258d8b47029998cf3ac4be58a9863df3ab877d,290,96
r004,sft_best,sft_dev,sft_dev,xlam,xlam:16007,ce738fd2cdb0d60ee616e5310ef1be3382531c77d3b73f3b3f82f360b8eb1f1a,tool_call,tool_call,False,False,True,True,True,wrong_number_of_calls,1,3,cde4c2ad6da398480327cbcab55df926682004cd203b63ef05ef2412ad81d6d0,456,96
r004,sft_best,sft_dev,sft_dev,xlam,xlam:4278,284410e66b6bccbb2efb50847b00041c9ccf9fd46c4c41b6be400b2818ce6fa2,tool_call,tool_call,True,True,True,True,False,,2,2,72250de7ac3ebcf7a17febddb6898c95707f48b6eae84f774e3f8ff685c9d7df,667,96
r004,sft_best,sft_dev,sft_dev,xlam,xlam:34573,106efff47ab63a13052c0b55e754d3e305cfdd4254008a5b8cacdc8a6c623a6c,tool_call,tool_call,True,True,True,True,False,,2,2,c4208c1cf0c1d3aaec59c9336c4be3b865dd67086b00491dd46ae083369911fb,353,96
r004,sft_best,sft_dev,sft_dev,xlam,xlam:23773,9cecafe2a33b184cb6e246c01f0ea5bbf738aab89075167bb2fe6be166bb13bf,tool_call,tool_call,False,True,True,True,True,wrong_argument_value,2,2,570680a49a968c84de23a22529e823f67ded9462f2cdf1b6f324a5aa3cb71d77,207,96
r004,sft_best,sft_dev,sft_dev,xlam,xlam:9962,b2daa05ee78e434dff4f56f43f7a699524eb1cc58f32625bc7ac25566734536e,tool_call,tool_call,True,True,True,True,False,,2,2,097de4fcd226cd818110b770324d273e51e78321c1aa9b29f247b3e68b3348bb,985,92
r004,sft_best,sft_dev,sft_dev,xlam,xlam:37039,6e1529e01fda5b28ff008500f6fe28505508277e23c4ddff3ad03ae27f582e03,tool_call,tool_call,False,True,True,True,True,wrong_argument_value,1,1,71bcbd89e131d11cc256f528906f154adc5e2faf62dc006b84632b89187d9d3a,171,92
r004,sft_best,sft_dev,sft_dev,xlam,xlam:54864,f387aeb19b321302f4edb1ae7f8d0281c62d8fd4dd8bc7e778ffcd977abcbe2d,tool_call,tool_call,False,True,True,True,True,wrong_argument_value,2,2,c9624a11cb463b1c071bec1d22906edf1474ef993230054a5c13805908a95b67,126,92
r004,sft_best,sft_dev,sft_dev,xlam,xlam:34724,a0d109c55ccbec02d89f33a005285fd073648e1409ae0c00e20b622610dbac47,tool_call,tool_call,True,True,True,True,False,,2,2,410077182d3c2d5cd81f80faf3aa77653eef9a3c2df5a1676574d1a1874c0c5a,300,92
r004,sft_best,sft_dev,sft_dev,xlam,xlam:1063,d94d72a9d5ac567336ecd3a84c803cc810e84bb76ec59a37184974f86fefb689,tool_call,tool_call,False,True,True,True,True,wrong_argument_value,2,2,883eefc8465f7c3f026ffac3ff0f2784245fd892b76ae3b947461fa0e8c76ddd,935,92
r004,sft_best,sft_dev,sft_dev,xlam,xlam:28331,0b3f5ef0111ec1d0d11b5d1cb64e00c2049eab5c2522f635e639a622bc64a53d,tool_call,tool_call,False,True,True,True,True,wrong_number_of_calls,2,4,961aa0fd05d54015b0e5a04c86a9fe0f1fae9c12130b44d2e13650d62ac87afd,244,92
r004,sft_best,sft_dev,sft_dev,xlam,xlam:5111,ee9c82e6de566f52023958cafe906bcc03e3451f112ae41f541c662598bea6df,tool_call,tool_call,True,True,True,True,False,,2,2,acb95378dc97c13004536b0de85e02f979dda7481b36ca690c16e05b2d4c8b13,207,92
r004,sft_best,sft_dev,sft_dev,xlam,xlam:24010,680f48f8b777c2ab6f61f711524c83be8a31e7400303e80afa117f9840ec6346,tool_call,tool_call,True,True,True,True,False,,1,1,1e9c0d090b79beeb37d38b04ef9385a73e6f4c1f5d610c310241319ff3e53b1e,395,92
r004,sft_best,sft_dev,sft_dev,xlam,xlam:17229,d0e8c26c237314e897c5448b5363823980c1f4fc0d8a94b228f75666ba38db7e,tool_call,tool_call,True,True,True,True,False,,1,1,a095c08ba7b340b84449252f6b55f724b57dd961b612f2ffe3c25111d758bb54,258,85
r004,sft_best,sft_dev,sft_dev,xlam,xlam:4633,33bfdb80f4fbcfc94fd5da861306045e50485a3c56f345ceed7c0cae64c6bca7,tool_call,tool_call,True,True,True,True,False,,2,2,1f4229933fb53508c881538bc90f1a56e2646010a79fc964c6c8c62169e99bbb,1019,85
r004,sft_best,sft_dev,sft_dev,xlam,xlam:2025,56a1ec716d1c38c6cfbef1200f9c347d1779821a6f431940708421673337b375,tool_call,tool_call,True,True,True,True,False,,1,1,ad271dc490f9187b6d9fb17d180a736177777771fd5e241ba734e4301594ce0b,390,85
r004,sft_best,sft_dev,sft_dev,xlam,xlam:36918,7d8f49d6e837a83fbc12d17315c63eee5a1c8e6c84de516a2f3f4d95fb01d1b7,tool_call,tool_call,True,True,True,True,False,,2,2,e52790561903ddd3cfae2a60a1a88fad94d636a70742c3ea8be057ec9ee5ac70,206,85
r004,sft_best,sft_dev,sft_dev,xlam,xlam:39458,69e1b393cf3ddc283c5d131458011687a47cd07b7484f483d7226e4afde993c1,tool_call,tool_call,True,True,True,True,False,,1,1,7762fb2f71c922cb2307a2d04eecbed8e54c9dcbdd6f16567141890e7e3698c9,124,85
r004,sft_best,sft_dev,sft_dev,xlam,xlam:15299,00bc7a24b140a3779cd566714dfb94c11f0d9a836a08166fc23df4be021116ff,tool_call,tool_call,True,True,True,True,False,,2,2,901c9f6807ac6015cce9ebd4f9a1ebf9702c648ca33f19ab5d36b6e378eb22eb,335,85
r004,sft_best,sft_dev,sft_dev,xlam,xlam:33746,2d43606beaffc3ba44b8a391c3f0bafba0f6a8d07eaf9420f8890a8bb1a10d86,tool_call,tool_call,False,True,True,True,True,wrong_argument_value,1,1,a12f5d565f22d15b0c0ca1779bd95a417debe1bf0b1ba1e098b0417408bcefaa,232,85
r004,sft_best,sft_dev,sft_dev,xlam,xlam:52169,ca2cc1a29d5b8672005ed78772a7e2d82b6cf758ea8e14aa7cd93d3c2b550048,tool_call,tool_call,True,True,True,True,False,,1,1,506a9e748af0ac9b9c472820625466b50b5b815d53baa8d90963cfa6a89c586d,175,85
r004,sft_best,sft_dev,sft_dev,xlam,xlam:52325,b379025783e907833db7b39a4ecbed285f659f635e75f1571aaba7f91557156c,tool_call,tool_call,False,False,True,True,True,wrong_number_of_calls,1,2,8b37d86152d0f59dc15cd55ad3d91ce2b5cf8b619b7c1070b5da338c69092827,459,96
r004,sft_best,sft_dev,sft_dev,xlam,xlam:41276,f468f4d374daf3143267689071d08b344713ebd075923cb3afb140da721aabe6,tool_call,tool_call,False,False,True,True,True,wrong_number_of_calls,1,2,6596b3d538aea4b7e73728a9117729ad31f6768ef33db9d634cfafbc1d7bf6e1,609,96
r004,sft_best,sft_dev,sft_dev,xlam,xlam:39878,6f021e593c03038a50c9c564074b160c7f42c12eb9f6fe4f7765078b99d1996e,tool_call,tool_call,True,True,True,True,False,,3,3,e1a09e442025bdcc5495c29cef8183b421bd0db7e8f1be6ded66a3908953bc93,118,96
r004,sft_best,sft_dev,sft_dev,xlam,xlam:37110,e18017016debe6f5d9482c838a3b7d732ddd794f6c39b07e867afc529a5f386e,tool_call,tool_call,True,True,True,True,False,,2,2,b233b04621220f663f524dc3091ffa9632b1b42b81db3fd0639788e5dd796af1,218,96
r004,sft_best,sft_dev,sft_dev,xlam,xlam:13452,df2ad199638e80e057115023afd7f972ef69371e995bfdaa15acff2505e9b61e,tool_call,tool_call,True,True,True,True,False,,1,1,4b9a1c21b4312b58953d6b33d715e3e3df339d176e66d1436fd70d7c401f79b0,372,96
r004,sft_best,sft_dev,sft_dev,xlam,xlam:37652,4e014a512d0d9d786b06401370e9b6b97c3563eea2c888873c0314d835cf15fe,tool_call,tool_call,True,True,True,True,False,,2,2,3c8bda049f248c5cd6c54e0d6373128b9bbdb0fc084ef6cf08b0c7aa95e2d0e9,101,96
r004,sft_best,sft_dev,sft_dev,xlam,xlam:2692,1e5aefbec66a809f2546b44692fe7a8c302b2e9646a9e855f25c990245153074,tool_call,tool_call,True,True,True,True,False,,2,2,728e01a41238f25e371af604e523538abcad013ee043cd8f959849db4db51a84,485,96
r004,sft_best,sft_dev,sft_dev,xlam,xlam:6541,7ac47f361bc90b36d6407bd726859f71a2f559125bae07b068697a34350abdfe,tool_call,tool_call,True,True,True,True,False,,2,2,1bb9cb6f7c3f4e7b8aefd5e02b6887f44fe6e5b262b5cfdfac90b2919157f91c,227,96
r004,sft_best,sft_dev,sft_dev,xlam,xlam:25625,d788e8d42a45e76d2a746cb83509395e6e6951bcfd59233ded54186467b4a819,tool_call,tool_call,True,True,True,True,False,,1,1,fec6377ea96245e9c8ecbac39290be5d01480f4c4c273b8c604f708e34390263,347,96
r004,sft_best,sft_dev,sft_dev,xlam,xlam:12236,c1bb7bc0a88025a75b9234db8590e8e691d3d1c688f0e746defd7ff3fb8edbe8,tool_call,tool_call,True,True,True,True,False,,1,1,1bc97a9973ca704e94673f43b350ad8d7be6d231f2dc91fead2f67fc39efbce0,99,96
r004,sft_best,sft_dev,sft_dev,xlam,xlam:34294,798092d37d5c88d14315c50a97194f009f3d138a9680087a3467444d5a981081,tool_call,tool_call,True,True,True,True,False,,1,1,5be41c968e57f2a8437f7d60d43907eab4c0f34e9cc171934dd4195515c45629,471,96
r004,sft_best,sft_dev,sft_dev,xlam,xlam:44190,b85c5a6b9666b659e5953e289636222ebec6e63e92f75c14f694f32c58ea19fb,tool_call,tool_call,False,False,True,True,True,wrong_number_of_calls,1,4,12576a6876e223c74dfcb3f5ef17578ebb039e86c203a1dfe9f8ba6069e8541a,470,96
r004,sft_best,sft_dev,sft_dev,xlam,xlam:38525,988a09856a81191607321e662c4540852f2ede922ecab44a65c3939fcbe86803,tool_call,tool_call,False,True,True,True,True,wrong_function_selection,1,1,2ace3000b02dbbccabf9d9f00a16ee085155e74d191c1d517fd87abb68039277,324,96
r004,sft_best,sft_dev,sft_dev,xlam,xlam:42101,f15e20169e9992bee385e35467784c0313934acd63177d48bc1ef722c92d9669,tool_call,tool_call,False,True,True,True,True,wrong_argument_value,2,2,1689898f7d77c3e3732164020723e20885dedcdcbd79e1d58bb89a5ecbb2a141,222,96
r004,sft_best,sft_dev,sft_dev,xlam,xlam:49476,6097961ef5914d5e11a490fa36e6717b8f6dd5ea0f840559760c7acb567dd0f1,tool_call,tool_call,True,True,True,True,False,,1,1,5921f1e2e4d6ea4e933b24988920757f35a2a4205b7bf64a4d33019b6e58ed27,477,96
r004,sft_best,sft_dev,sft_dev,xlam,xlam:21453,201d0fcb7fd5f5806bfd970e2203a079d79e53d4c7c0e5609589155910c7d588,tool_call,tool_call,True,True,True,True,False,,1,1,7716977eb0bc2cfc33bd7be74c0bd79ebb748a61a4c24135a9d7add172d2912f,303,96
r004,sft_best,sft_dev,sft_dev,xlam,xlam:11862,f0f184df91b52678282e12344945d745a832a6bbfea69661c5f745283771f7e1,tool_call,tool_call,True,True,True,True,False,,1,1,503121a9339ecb0b2d6c0c77080df59ddf989f49e83121fb5e78a7f3d1b9ab7a,320,57
r004,sft_best,sft_dev,sft_dev,xlam,xlam:41669,7e4fc77ea6367c726df6cb35dd80b42d502cd47aaf072acf604421b8a7397784,tool_call,tool_call,True,True,True,True,False,,2,2,73fb7844ff9ef65a0844babbbcd904316d351fefd624f7bc46ab1277f8fdb66c,237,57
r004,sft_best,sft_dev,sft_dev,xlam,xlam:25122,f988ae90eab612011da87faa1660e05a6375a32ff5c682fc37f4361308dff21d,tool_call,tool_call,True,True,True,True,False,,1,1,88f5c57ef29296d471d429704dd59924fec8a7ea49c577f0d3fd65f6ffe24686,74,57
r004,sft_best,sft_dev,sft_dev,xlam,xlam:52441,21c0dcd867e80d4f298243aae87c67134cdbb6906e8d68bca6967b1b31fbe18f,tool_call,tool_call,False,True,True,True,True,wrong_argument_value,2,2,2f37f12614dbc552dd0c8c9dd515ba50ee96de74ad60a4dc9241e9cab2108d75,462,57
r004,sft_best,sft_dev,sft_dev,xlam,xlam:13317,041be79f7efce391d83bb112c9c15fbd73c02bb93e7644e1517b191c7fe9be37,tool_call,tool_call,True,True,True,True,False,,1,1,85516c7cfb0787a626f36b6ad649e737f67a3bb363e97e5d47d7d90e6221bd5e,1287,57
r004,sft_best,sft_dev,sft_dev,xlam,xlam:51314,eb1a2393d6ad67c293a3421240119352e1538105088b00eac47c270efc4f2051,tool_call,tool_call,True,True,True,True,False,,2,2,ca954d75eec2f5cf658ba315766c82aa5fec06f729e45c0d31c83929be081ad8,356,57
r004,sft_best,sft_dev,sft_dev,xlam,xlam:2335,766ca40fd2a452751eb36e02d336bf1db0144c2abfd33de791edcdd63a54d5ac,tool_call,tool_call,True,True,True,True,False,,1,1,8883e845e1d98816981c5e5f9375ba95bc759211f5ee238f8a0c49e551094316,470,57
r004,sft_best,sft_dev,sft_dev,xlam,xlam:4655,11b739c26e8af53e93d8ae60e9381e1f8816aafa3d62e3cd9ab12236e22efb69,tool_call,tool_call,True,True,True,True,False,,1,1,bdd8bb379b4c54cecb453e50e35e1262175a5c6769e655346d4505fa7f7b6204,396,57
r004,sft_best,sft_dev,sft_dev,xlam,xlam:41443,51dd093ba620deec6ed6603c3badc2d8a407a47028d9ce88a22a520a64d7af56,tool_call,tool_call,True,True,True,True,False,,2,2,f35e65fe7ece100deaadfc8997d0ed2e999335b0bdfdf4f8af03bc9a4d275758,358,84
r004,sft_best,sft_dev,sft_dev,xlam,xlam:40624,607485cb782fa928c46cdc7dd33f933f2d4dc006da9a73089ee4be927433f54e,tool_call,tool_call,True,True,True,True,False,,3,3,d66113ffe613abe92c48a29a36e879709479d1d41ebdade24525a32b36b75ab0,570,84
r004,sft_best,sft_dev,sft_dev,xlam,xlam:32361,e213ad0245dd4c34766192ae72b84db55b0ef26f52cc8c45e855a762e858492d,tool_call,tool_call,False,True,True,True,True,wrong_argument_value,2,2,c84e0d11f09c55670d2bdba835cd9a22a0faa4f4c67d610bf75cbc56c309f4fb,214,84
r004,sft_best,sft_dev,sft_dev,xlam,xlam:29167,eaea36de5268b98b47f1bc8c88a7ee2f0c7bbbafb83606864d6f08f6b78734d5,tool_call,tool_call,True,True,True,True,False,,1,1,3ef13fca204adb6a0091b36acd87a0ce26c5640fa6eabb157da5c04745979289,411,84
r004,sft_best,sft_dev,sft_dev,xlam,xlam:36000,a69506b297aff17cce0546b9da1e0b2444eddebd7f73e8ff645d3f45cea4433f,tool_call,tool_call,False,True,True,True,True,wrong_argument_value,1,1,61d6f74d0221130f362a16b5142a83c18e6e54b6bdb775f37990e8c3acd6d94f,499,84
r004,sft_best,sft_dev,sft_dev,xlam,xlam:5536,bbd4686004c0ead78277d7f5b35039e20373ebf09f6560815977c718e3998a0a,tool_call,tool_call,True,True,True,True,False,,2,2,85c9d21a5355e325e12f00f1c9563f1033649a8c38d3a4f9779a0dbd5463d018,382,84
r004,sft_best,sft_dev,sft_dev,xlam,xlam:46392,0799ca9792769c443fc15aab46af494dbff16e979919217036e85ac0bd98e00e,tool_call,tool_call,False,True,True,True,True,wrong_argument_value,2,2,667badc4e7b07e0e3249b2af29269e7ff78db23a08d3cb47a25ae014cc03dcbf,479,84
r004,sft_best,sft_dev,sft_dev,xlam,xlam:40764,733f630d5205ce8dd70e8aba61686328c9379e76730c38bcecc16f3ebaeda5e5,tool_call,tool_call,True,True,True,True,False,,1,1,dd3f4208cfde4caa2aea8ca38829222bd5612bb8087812b955ed7037ba727bbb,469,84
r004,sft_best,sft_dev,sft_dev,xlam,xlam:220,626f5e8c042b148ebee233171412302860c24a8c97143650cc0c4b2fe81ba375,tool_call,tool_call,True,True,True,True,False,,3,3,1708147c3eac91722cbe42c43307604e526faad08a2963ef496e5b4e4b9d2481,166,96
r004,sft_best,sft_dev,sft_dev,xlam,xlam:27142,b06cb1a2fc9bf35d01f272aa4e8142e3edb80aff260b88c3de5c668f00b63d2b,tool_call,tool_call,True,True,True,True,False,,4,4,8901abf42f45ccd4437519f322cf4642b8b360389ba93184d04161ddef5eab20,318,96
r004,sft_best,sft_dev,sft_dev,xlam,xlam:42762,c86dac3579ccc3d07c7132ac5e60977c83b8fb9f13b2f8d4a9178202b01a47d0,tool_call,tool_call,True,True,True,True,False,,1,1,d9cc4e65eaa03f0369ba23845d18b9fd0febb8425a9d732d36e67c44a250d48b,575,96
r004,sft_best,sft_dev,sft_dev,xlam,xlam:55428,7d045c8864e1a49e1deec7d3d2166c22096f6df5bfa7af61c2473b6afcf8c4a8,tool_call,tool_call,True,True,True,True,False,,2,2,2d0f1ae0aa3747507e16235eee69d3ca1531ef35804d677c8a689cf717f7be17,343,96
r004,sft_best,sft_dev,sft_dev,xlam,xlam:27692,a6ef6f58d6c926a053064e088158d1879600b4e4ad814e73a3ca814791ed60d6,tool_call,tool_call,True,True,True,True,False,,4,4,4b468ba748be0a5ef9c95ecdccef021557934385addbbba873e39efd5d31e818,91,96
