run_id,checkpoint,benchmark,task,category,prompt_id,prompt_hash,expected_behavior,observed_behavior,exact_match,function_name_correct,argument_accuracy,tool_hallucination,strict_parse_success,schema_valid,nontrivial_error,primary_error,generated_sha256,generation_input_tokens,generation_output_tokens
r029,step50,FunctionChat-Bench,functionchat,singlecall,functionchat:singlecall:11,e2b2264de0b4f65d981ef308e2d3040154490f6af9862297bf4cc37c68865e35,tool_call,tool_call,True,True,True,False,True,True,False,,7d48576c94ff873f75bcf490f7c05acbdbf3008fe6a989069ddc312d5282016c,246,72
r029,step50,FunctionChat-Bench,functionchat,singlecall,functionchat:singlecall:12,404c3413bd46cc50243a03be184b46eadcb4a11db76b757985a807b97b790124,tool_call,tool_call,True,True,True,False,True,True,False,,0a577ac65fb397d489df7c62f36b2b5853a33b4ef1ebe9f4814b253c4e332e24,317,72
r029,step50,FunctionChat-Bench,functionchat,singlecall,functionchat:singlecall:13,e5a859b7427d3be9e3e805b40e2482ff70c581dfdaecd4ca76326c87175ed240,tool_call,direct_answer,False,False,False,False,False,False,False,format_parse_error,12950695106e99d12763a4f770b29a2c5146bbc3ea0d05d4ac781bb3b0fdb0b4,261,72
r029,step50,FunctionChat-Bench,functionchat,singlecall,functionchat:singlecall:14,e597ec64d1be470ac75a1315de13d10757cf449d55b096f415c55e2f8980e878,tool_call,tool_call,True,True,True,False,True,True,False,,227452255cc2abc2d6ff8e9f79e766bf19da5af597c63761ed8e0d54eb240442,299,72
r029,step50,FunctionChat-Bench,functionchat,singlecall,functionchat:singlecall:15,b417d1bb3c09210adfe7e98ba42beee5a8577a211b0c67a6da7f26053433ea6a,tool_call,tool_call,True,True,True,False,True,True,False,,0c42983939d143b90033a04f79d83a6052994f18e886ebdcc422980d27995001,294,72
r029,step50,FunctionChat-Bench,functionchat,singlecall,functionchat:singlecall:16,94265cffba37026c35c09f299dffc2aa1523f592fbe06e261224596814245a1c,tool_call,tool_call,True,True,True,False,True,True,False,,7e1818b39c33708290c1d87b6e12af23a175babfe5d96ac4a9f0dc8977482a1a,262,72
r029,step50,FunctionChat-Bench,functionchat,singlecall,functionchat:singlecall:17,d65033158b49f58967d8122470f67e504fb9014022b3ab1bb7ac6844aee19eaf,tool_call,tool_call,True,True,True,False,True,True,False,,a7de68559f427c32ab3fa4e39d8a8b8ad452dca1a87a82e373ece7d4cd684900,224,73
r029,step50,FunctionChat-Bench,functionchat,singlecall,functionchat:singlecall:18,f983dd237fbe638609a09e320e0f4ba22c733ffb5612b9cb4da8f57c15f92091,tool_call,tool_call,True,True,True,False,True,True,False,,2ddb49d03aed8354410c1573fcbea5111d7c62fd993d6c041c1a08c0c477fb58,218,73
r029,step50,FunctionChat-Bench,functionchat,singlecall,functionchat:singlecall:19,4fa9f66e7a2372c787393489310934ff1f1e159dddffc91c470608e90b2b2957,tool_call,direct_answer,False,False,False,False,False,False,False,format_parse_error,42ef8e18746de5feb7e853ba54216c99d2e43d5be980736e32847381b0f1accc,233,73
r029,step50,FunctionChat-Bench,functionchat,singlecall,functionchat:singlecall:20,3f3aa1b0bb17fdb2b1af79e6b9f7448c02306ae9353912663ddc7973d5e0b06d,tool_call,tool_call,False,True,False,False,True,True,True,wrong_argument_value,97bc49749a26a8f80430423ed109387af43fa970c556c9bf1ac4b06c8f0add90,242,73
r029,step50,FunctionChat-Bench,functionchat,singlecall,functionchat:singlecall:21,4e6020c935c3c4cf0f16083f3e7037b466e928d0cddff7963b4b678e9cce3b52,tool_call,tool_call,True,True,True,False,True,True,False,,382356abe82d53d0d2ae98ea695c605f426317ae05aa916d863e845a806e016d,247,73
r029,step50,FunctionChat-Bench,functionchat,singlecall,functionchat:singlecall:22,e805d9eaca003f1267e94b7cf87c20a12be393196f019873bb7f04e517972502,tool_call,tool_call,True,True,True,False,True,True,False,,9f1889b33c4cfc671e5dcbe2bdf5c8da761732e95929d87efb4082eb693918f9,246,73
r029,step50,FunctionChat-Bench,functionchat,singlecall,functionchat:singlecall:23,4b074ab7f6757d0a5761cd16a79481f026ba7b29e57afc47b8951582af0befe2,tool_call,tool_call,True,True,True,False,True,True,False,,30079130d684519df1ad5375d4a8dff12ae14af9ff529ab614cbabe89ccdaf60,279,73
r029,step50,FunctionChat-Bench,functionchat,singlecall,functionchat:singlecall:24,a6772eecf6d89f2927e3115589635a98fbe1a520b402389857269344e9be0601,tool_call,tool_call,False,True,False,False,True,True,True,wrong_argument_value,ad044ca8071aef15f43d6b6d34b69d5d352a619c26f184f2bb51cc330a5a2e45,231,73
r029,step50,FunctionChat-Bench,functionchat,singlecall,functionchat:singlecall:25,a84e2c479884b7076cde38d461efc601730d131fb5a0e1a9a63c3323b1a9b3c5,tool_call,tool_call,False,True,False,False,True,True,True,wrong_argument_value,9d276c2104c5a59a7659df46afa1b18fb795c339edb2950e4c2d7187bd13d535,298,73
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:0,ad1739585c41b43630395b2283417668faaa9ec3425a5bce66899ff1ea8270fe,tool_call,tool_call,True,True,True,False,True,True,False,,1d04bf8035c7882e5f4d8ddef1ce5687288d6c6f2e642f56d46413a76964efee,286,73
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:1,ccce7c78f06fc6031dfb40a2a4324ccd08512fabbbd3000a8af10f7961629479,tool_call,tool_call,True,True,True,False,True,True,False,,2b2eee995615649f0325cd3857c6da6b5e86fca699a36f2399605b2691b0ef16,806,73
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:2,06f63500336d42fcf8ab8b65501ce6b0e892e61bf050f168783f498d1ac5365a,tool_call,tool_call,True,True,True,False,True,True,False,,fcde825afae8e344174c148f0447989ba63239cd277da302ed5c98f1f0ea7d2c,1177,73
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:3,75e0598ecde6f16adbdba798015d0e4ebc2fdc5e3410a462f19fd3fabe52fd0c,tool_call,tool_call,False,True,False,False,True,True,True,wrong_argument_value,7221c100f72aa8c6a107355f6cd7048202bd261650da208b51f5e59894b0bb5d,357,73
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:4,b577e68de0de2383d9b59b3dd98ef366e91b1c9a790ecd96215a946bd247ca5e,tool_call,tool_call,True,True,True,False,True,True,False,,b06530a8049de19a5070460bb55895d768d53a9680f7e4fc4134b6d767d39960,279,73
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:5,87b3237b3a950cf392d4f82039d2b03c8d9e36399279c6cc5d39e9305e3cf810,tool_call,tool_call,True,True,True,False,True,True,False,,b0ecc6f0eb109cf759c075dba28470b24d79b728edab8df4e8d06a216febcf31,544,73
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:6,0bd12441a1584884d2e8a4d410b13e4f9ead550958189b39417ec6484224f1a7,tool_call,tool_call,True,True,True,False,True,True,False,,cf3002ec908c7459add1fb644d33826c018a54e55aee1cfd7c0b084a1142d235,345,73
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:7,458c5a000ac78c181b404331572f4075354900d20d98a4d75527c471a6c54ab7,tool_call,tool_call,True,True,True,False,True,True,False,,4796f1aaafd1662635b86e867575088c4969d9896d6d82f12d7579359935fab1,342,55
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:8,0781df1a261e5bb9254eb9cf5ca2fb8a479bae97a9c320f50ce9b3dbe1bceb65,tool_call,tool_call,True,True,True,False,True,True,False,,20ddb97eae567a739c475a8539dc4e61393ef5159748a156a9a84ff9a9f036ab,396,55
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:9,4b939a8981052bd639c2f90157eb2cd11b3a62e83ae21351b8003c4fb4d51288,tool_call,tool_call,True,True,True,False,True,True,False,,1cf50432817d2a66ce0aa7edd774dfca6dee3726937c9ca0f73bf161a6d0472f,271,55
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:10,ae271d2466576cc23fc8a6dee73fdffb9e578e09680d65401a703969cf557cd3,tool_call,tool_call,True,True,True,False,True,True,False,,80816d907d80bd1b15a65040453457445a90b2f486affa39e5c63488d0966097,329,55
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:11,799a6e49a459624fb86f2b76112690e0c7033f88b06b6c2dd3c86441d27fcd89,tool_call,tool_call,True,True,True,False,True,True,False,,2f95808f2fa6797992ed19162b113547488426d3c148679ed55ad1ec6bfb918c,538,55
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:12,4785c2508f5568af2f2326b7fe3b74b9f2208d525875c91d9a98532d7d42eb7b,tool_call,tool_call,True,True,True,False,True,True,False,,5cd07d5295cc19f0ca041ddead7f09d98b4d952aa8684b7fa1dec35e4d42a414,428,55
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:13,32123e0ebbdcaa98ce845699b144f41ceeba2368e0f30c79d11712afb9c22a0d,tool_call,tool_call,True,True,True,False,True,True,False,,6f5b31dd9b263ac826dd959624a604cbb00401ffa5c163559d30a85a1710090d,626,55
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:14,d23998810eb2ba7ae8684eaba19e2b987e46ee432d563352b2f27f8b71377a8c,tool_call,tool_call,True,True,True,False,True,True,False,,d4198ffdb5a3ea5bd6c622c58014cce94aeee2f1cb1bdc291fd9b7d02da0854b,497,55
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:15,44e320e3d0d6ef4b62511a2f9760d86d70505f05e5ba255da6dce17e363d614d,tool_call,tool_call,True,True,True,False,True,True,False,,2154d76c61fbda870a002b056ad92bf77c89d1791bd31202f2b86ba5531decc2,391,55
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:16,32a247943d325da6cf58595b7c66c4130fce03c64664dc744a1ac9b62ed54484,tool_call,tool_call,True,True,True,False,True,True,False,,dfa68c29aa5792a3917f7612721e6391d71b93cd31f2313586c57df375befecd,637,55
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:17,ce2aabc16279b38cfeaaad255ce80c2d77c05ad58dc48b670f485ce6d6bdc18f,tool_call,tool_call,True,True,True,False,True,True,False,,db29e20361182b150e7ca42b1842b076526d8f8bf11b342b8ff4aa09d7420d40,788,55
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:18,bd9bd68ebe9ca06325927534dadf676824239ca5a8b4a7b9f499073df7411f05,tool_call,tool_call,True,True,True,False,True,True,False,,0c6e98a038af771e8b9f8ecc46d96b74a57870377f1f195b2e484661128eb82c,584,55
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:19,ffcb20f66081396bfe48ab8cc0e6e8e8ceaaa5cca07029033084278c7db6c7ec,tool_call,direct_answer,False,False,False,False,False,False,False,format_parse_error,f2df630b587f74f4d0e76dc025dd4f7982c83f4b19490696e40ef8a9b0b54102,654,55
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:20,fd484dea739d9ecfb47c3ddfc72a73def8eed7a8166697f7df4769002fb5061d,tool_call,tool_call,False,True,False,False,True,True,True,wrong_argument_value,7d9e88c07e53eec28e55206bd1e83184a2cbf52e75f75632b80a1d4fae1a3c15,720,55
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:21,2f6b586af7ee500426bcd59cf5a2eb203d9fa82836cfd54804c2fa0d295aaa7a,tool_call,direct_answer,False,False,False,False,False,False,False,format_parse_error,8d4e1dd66e62cd3e20f7b73135f9da804890cc17357afbf57bc18b672ef70baa,782,55
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:22,e51b5318539b5a0ddf72db714c125e0cbf929343ee74f00a02d1177c8efd09b3,tool_call,tool_call,True,True,True,False,True,True,False,,9656e63d6cae6317a77b86c516f2568b8cf47afefd13d385e3d00fb2e15d3908,519,55
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:23,a3d455481dbff8e60e03e8576d813ac71e8ae831b6cf149b488ae21d97380160,tool_call,tool_call,True,True,True,False,True,True,False,,c4eda3415bd38c9c24638627541414a03ba38b44ab2e29b61ecb04806ad9ecda,589,75
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:24,a67d84751957b8066fcb76e3994104e17c91c4e04cf0259fb82ee9f92eff65ea,tool_call,tool_call,True,True,True,False,True,True,False,,fb98d09a43f5dd6c28f95ec549afd756f246cb01375d2198f9a0f0ed2b0d5e10,614,75
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:25,6b9c60e6b239b69247293f921e06fa570ccba78a08752c9a2dd712513a7c790f,tool_call,tool_call,True,True,True,False,True,True,False,,542ad9a1a3eaf783785e41be04615849a4d8edf6444c04c84c4704acc40b7d4b,707,75
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:26,d6d99ea604a96a05db646fc098bd123aa218f5dee748db816247df1338f480fb,tool_call,tool_call,True,True,True,False,True,True,False,,b631bb221b664156d8b80ed517adb92e7dcdcff47011c332050019bf1b5582dc,666,75
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:27,4763cabbf8c1b58a0e5b8937ffb450a3f13274c85637a0bb17091a89fa60b5e6,tool_call,tool_call,True,True,True,False,True,True,False,,f1be68e181e6dc6538f6d35a56614a67b7976818bb3e6ce400e25c1af1569e8d,444,75
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:28,27db6d13f31aa5fe0eabc8040f26d694d34b1d0b0c42f1e89c99512098a011b9,tool_call,tool_call,True,True,True,False,True,True,False,,9e3e0b0696170205df796bcee236261740245b8cd666af776a249024594ec185,412,75
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:29,171a7f57d1233bd54d95c2814c4b504ddf35e854a5117be4bb32821664242f57,tool_call,tool_call,False,True,False,False,True,True,True,wrong_argument_value,74c671f5339d2e55c33ef5cd429bac1a2bae47630d10f7c39edaef7ec627525f,1041,75
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:30,4c820fe758732675a62818a7bdb8cf915a344625e6a148ed725ffd7f4a42d292,tool_call,tool_call,False,True,False,False,True,True,True,wrong_argument_value,eab0d3f9f0972c8abc7189d61da7a492e20b1785cfdeacece95d124947e55acc,1071,75
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:31,75df63757e00e5a090015ee282228a62a4f0d2c9412265ce1a4e56427548e5c3,tool_call,direct_answer,False,False,False,False,False,False,False,format_parse_error,0eaacf481ab073556d6a44c4c85dc95b49dbcefe8caf1ef3437770348b02e7eb,1031,75
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:32,a740b324976d9ccee07637e9809f1211ed4a679f96956af273fbc591c3ddd0ae,tool_call,direct_answer,False,False,False,False,False,False,False,format_parse_error,7622d39fa1b07e05c59226071a0f0403bd6ea809a14d7916c512164024a2850c,580,75
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:33,5eee29c86d3c54bc66e9395dc34fd084510ac1007333274b4eaa957984837997,tool_call,tool_call,True,True,True,False,True,True,False,,7beb367aa0fe962b6945e41f05da2698ef715e6f15e8682e00d5bd9fa9d7661e,1183,75
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:34,916daf736732d44367d76e96c8e80f91ba25ade8a1a120b945d56f3bd6fc1355,tool_call,tool_call,True,True,True,False,True,True,False,,edda2c087de49e78592630847b2ed3a4a2521c2899bfe0502e455e3b3a440b2b,1091,75
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:35,9f6f7a0c32ba6783594c2011d835df24ebed667f24001a0af0f58f39285b8ce6,tool_call,tool_call,True,True,True,False,True,True,False,,522bd6957cb6eace55ae3259f055760cb1f0a20178faae576aa7e275a702a094,910,75
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:36,611e05d71532c9df9046c3153be064b1fe40223737007979994fede9f8ff1400,tool_call,tool_call,False,True,False,False,True,True,True,wrong_argument_value,4bba532b77d620d66405d2ce3193de6a829ef570b731886cdf8942d2700f0060,987,75
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:37,4af387ae0f939c3175144225f5b2e0d21a574d62d0d5072ca27d6eab5b5a8d11,tool_call,tool_call,False,True,False,False,True,True,True,wrong_argument_value,e2fb4f96ef5b1ec480a183416c1e711cb6a3fa859f11c61ebd679af815e519e5,645,75
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:38,356aa5ca9ef4a2f7ede8df828bafe2eff6e230cb54c77236c0a92943ce253162,tool_call,tool_call,True,True,True,False,True,True,False,,0c42f5f68300144ab1f6b85d5edbbe53e6cd5a7563b00d50ffa525d25f123b8f,865,75
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:39,fde8b69cba38f1528dcabb62fae6b3d7ec8712e152474e502b20f57d9b2fc99c,tool_call,tool_call,True,True,True,False,True,True,False,,59f9a54c9920001b104ee28aa728de3702a55830f4371e9ce6d0eedba3922a31,680,48
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:40,8e5550a505bb79beb24f29a9fe8fccdb57525cf03695f4e46431734f9d1f8bab,tool_call,tool_call,True,True,True,False,True,True,False,,55ec18ae78603925c1a91d658707d1feb514d55d48ebfae4c809f347f69ab00b,410,48
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:41,18cc763a5922bc019a0cf90d0b7ce63ca89b92488c1433afa3197f004f296094,tool_call,tool_call,True,True,True,False,True,True,False,,8f2e8b835395815787f5238815632cd0672d4ec648e4130d11f0ce74d1e735b8,648,48
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:42,0f589c9018d13547974b1ca41132b3b070080c9f0bd5d53ddc9051bbcf70ded4,tool_call,tool_call,True,True,True,False,True,True,False,,614f3453b4f7ea5d0eababbbee07d087ea0bdfd6c550a7f4590609ce26c72cfb,520,48
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:43,21f495ede97e3d03744b47d3f0c95893db77dc0b3a2cdbb36661ed1f3774ff75,tool_call,tool_call,True,True,True,False,True,True,False,,7ec2de02a2f39892ced07355501fc50cd407cf23979d6ec8dfdaa559be37793c,815,48
r029,step50,FunctionChat-Bench,functionchat,dialog,functionchat:dialog:44,1c890618cd137dca1d62d41825352e5710565b22b51a7d5bd83c46b6db52f43e,tool_call,direct_answer,False,False,False,False,False,False,False,format_parse_error,0bddb1691c5b2e7e10b9e03ea4f2132dcc2374e154c5fc125fd35be0310b8288,676,48
r029,step50,FunctionChat-Bench,functionchat,call_decision,functionchat:call_decision:0,a91d426cd4a038c525dee699146ccb6fad9bbc475f8768cd9ffa6ba452b6f0bc,tool_call,tool_call,True,True,True,False,True,True,False,,31f1480bfef6f2c6737c4218fb16c68cc894a0a1805829e3dccfd4f65d7eaf66,737,48
r029,step50,FunctionChat-Bench,functionchat,call_decision,functionchat:call_decision:1,317c6aac69d8ba72b919f602a5524b5fadf50c18511b69a89ae77bc8c0dc9e18,tool_call,tool_call,True,True,True,False,True,True,False,,c7164027a2b087637efaad35eae8210fac86a0ec01be2cc8eda669f01abe030a,761,48
r029,step50,FunctionChat-Bench,functionchat,call_decision,functionchat:call_decision:2,d3cf3a5ac9035f81c2bb54255bc7a4fefa2b351617f055dcc7914dbe7cc84381,tool_call,tool_call,True,True,True,False,True,True,False,,c965551ffadcd63b5c832e2c821a9f9bf2af00ecc7c7d77b4d3cf93b03871734,731,48
r029,step50,FunctionChat-Bench,functionchat,call_decision,functionchat:call_decision:3,ef7730237c9c1b5486c5c59126835b060295d8328d69c7f89655ca295e637d96,tool_call,tool_call,True,True,True,False,True,True,False,,998a44abce35f5036af4bd8161860cd3570552b1e96c6d0a21eaf08bdcbb0690,774,48
r029,step50,FunctionChat-Bench,functionchat,call_decision,functionchat:call_decision:4,fe0611d7ee03b11511eb4ddf1b440f48da53c37fe66f5b71c559274ca8a148b3,tool_call,tool_call,True,True,True,False,True,True,False,,7ddbbac88d59b1f8ead3df8ec3950c315e66de389c18118ab67ac2a42f71725c,853,48
r029,step50,FunctionChat-Bench,functionchat,call_decision,functionchat:call_decision:5,35eca55ec08910a367f7c97a2c16fcdc39f943ffab4a458a3d652e128c1fbc14,tool_call,tool_call,True,True,True,False,True,True,False,,8e42d05a2e9b5e0b01f719d3e3cf31c9ca4e401e74a04367453ca54f13726097,827,48
r029,step50,FunctionChat-Bench,functionchat,call_decision,functionchat:call_decision:6,3b81c720b90b71762f85511e374a1d7e405e0581b59a2a1151226d33d1e8a296,tool_call,tool_call,True,True,True,False,True,True,False,,a755b6b5742bd2c47884a61351f65fbf4c9f5b55b68185f639e09b770e9874b6,835,48
r029,step50,FunctionChat-Bench,functionchat,call_decision,functionchat:call_decision:7,88d39da8086429f5a60b187e9a384f5bb730291a63bb64ac1b8631f2d6722208,tool_call,tool_call,True,True,True,False,True,True,False,,2f12af6b22d41370cc681b8d34c665e5cee7baa158b621e5b3237c6f04a622d8,805,48
r029,step50,FunctionChat-Bench,functionchat,call_decision,functionchat:call_decision:8,31c307800c3c1a2597070a9f64b93e23f6084892e4d2d93f82e168dfe473755e,tool_call,tool_call,True,True,True,False,True,True,False,,16f9c2be86e01350def87e47910d8491f026d89b716237ae9772e92092d4e868,699,48
r029,step50,FunctionChat-Bench,functionchat,call_decision,functionchat:call_decision:9,9d9de36118aab7a1592905bd6e6603133b091e7ecce8d336c6b9d3016219385c,tool_call,tool_call,True,True,True,False,True,True,False,,eabcdccecbd7fd248f49910f990c823a3b84a2050a9864582ba6b0ba6cfb6eba,798,48
r029,step50,FunctionChat-Bench,functionchat,call_decision,functionchat:call_decision:10,156c3ff8a04de065b65dbc8c398df9b6f5c9c6693365b729d74dfb9050d3b366,tool_call,tool_call,True,True,True,False,True,True,False,,b64e45295ed48cb810a9844bad1636a751fcf4f0c6ccd7e5ac58ad2a2a0f3ab0,829,40
r029,step50,FunctionChat-Bench,functionchat,call_decision,functionchat:call_decision:11,6651143cebdaa0b4d2926313bb80c87da4b7e954af7e97e07d7eb8752ee2863f,tool_call,tool_call,True,True,True,False,True,True,False,,3a459b4cffc4e70345eb139c9b5d516f1b95a50d3e8f6814e87d71e2d567043c,747,40
r029,step50,FunctionChat-Bench,functionchat,call_decision,functionchat:call_decision:12,bc65f3480aa8e15f7a4857759b653509276e6bd186e2a62825a8f782adc08483,tool_call,tool_call,True,True,True,False,True,True,False,,2467dc58f49cced992d829c2c8be156fdf5480f4bcf79891fc54904056c9257d,746,40
r029,step50,FunctionChat-Bench,functionchat,call_decision,functionchat:call_decision:13,50b08d38af949d4aab33c26a1cb753ace9ccf25df50a1f8ab28d37f734b59dfb,tool_call,tool_call,True,True,True,False,True,True,False,,0049eb4bd0743b8ecc6c148f1b40d1fb74c0258aa47f9dab3ef329be00608b6f,876,40
r029,step50,FunctionChat-Bench,functionchat,call_decision,functionchat:call_decision:14,c200697ae7280e8669650658dce03d97f0a23676101299863f79cb6b1aea5990,tool_call,tool_call,True,True,True,False,True,True,False,,92f19c98a2d24c12a28b140ca2252c710f256068199b309d5d661fa2afe38361,859,40
r029,step50,FunctionChat-Bench,functionchat,call_decision,functionchat:call_decision:15,4fe90b7752f59aca919c4a73b9075d3be5e2ef8a6ac9564691327b3fd77392cd,tool_call,tool_call,True,True,True,False,True,True,False,,85385845c291e5b4fa863bcaf56b4fec7c5609d4c944404fa18f255244a5a34c,939,40
r029,step50,FunctionChat-Bench,functionchat,call_decision,functionchat:call_decision:16,8d3b2b5a3d18cb9bf07a48d3118b099599fda7707b6484a1f1676f10f6563446,tool_call,tool_call,True,True,True,False,True,True,False,,e6242fb33c2395d4594d2d4034757ad526627cd15b38acd90ed7348ef4d1b965,699,40
r029,step50,FunctionChat-Bench,functionchat,call_decision,functionchat:call_decision:17,dfca8b2641f9482194be2388b123e3fcfd937c7d2f21725ac8608e47815e25cc,tool_call,tool_call,True,True,True,False,True,True,False,,0fa986f15198252097fe31799b472c2360e1ef3225b51bf0b746ac3f73a647f6,692,40
r029,step50,FunctionChat-Bench,functionchat,call_decision,functionchat:call_decision:18,0f5d34cbfe5a3a577f7f2edf7636b6ef22491b710e0c9852b70c31b506c29c67,tool_call,tool_call,True,True,True,False,True,True,False,,5fa6ea65437dccd2750cea5015bf7e6ea2d6a0e098b3758a7eadebf826ce488c,851,40
